File title$Item title & copyright
liv_000916_copyright_information.txt$Livingstone, David, 1813-1873. Moteverde, Emilio Achilles, 1803-1881. Letter to The Earl of Clarendon, 26 August 1856.   
liv_000116_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Thomas Baines, 8 February 1858. Images copyright National Museums Scotland. Used by permission. Any form of reproduction, transmission, performance, dispaly, rental, lending, or storage in any retrieval system without the written consent of the copyright holders is prohibited. Downloading the images for unse by third parties and end users is strictly prohibited, except for private study. Downloading of images for commercial purposes will be treated as a serious breach of copyright and strong legal action will be taken by National Museums Scotland. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001608_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Richard Owen, 29 December 1860.   
liv_002780_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 29 October 1857.   
liv_002815_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Analysis of the Language of the Bechuanas, [1858].   
liv_001322_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Charles Livingstone, 10 May 1858. Images copyright Oberlin College Archives. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_003094_copyright_information.txt$Livingstone, David, 1813-1873. Livingstone, Charles, 1821-1873. Narrative of an Expedition to the Zambesi and its Tributaries (Vol. 1), [1864]. Images copyright Oberlin College Archives. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_003095_copyright_information.txt$Livingstone, David, 1813-1873. Livingstone, Charles, 1821-1873. Narrative of an Expedition to the Zambesi and its Tributaries (Vol. 2), [1864]. Images copyright Oberlin College Archives. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_003096_copyright_information.txt$Livingstone, David, 1813-1873. Livingstone, Charles, 1821-1873. Narrative of an Expedition to the Zambesi and its Tributaries (Vol. 3), [1864]. Images copyright Oberlin College Archives. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_003097_copyright_information.txt$Livingstone, David, 1813-1873. Livingstone, Charles, 1821-1873. Narrative of an Expedition to the Zambesi and its Tributaries (Vol. 4), [1864]. Images copyright Oberlin College Archives. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_002818_copyright_information.txt$Livingstone, Charles, 1821-1873. Letter to Parents and Sisters, 22 May 1840. Images copyright Oberlin College Archives. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_001943_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Mrs. Robert Gray, 14 July 1863.   
liv_002597_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Francis Skead, 8 February 1872.   
liv_001215_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown Member of Zambesi Expedition, 10 February 1858.   
liv_002860_copyright_information.txt$Livingstone, David, 1813-1873. Receipt Form (Not Used) for Captain, Her Majesty's Ship, February 1872.   
liv_002564_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 5 February 1871. Images copyright Peter and Nejma Beard. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_001990_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Miss [?] Mackenzie, 31 December 1863.   
liv_002747_copyright_information.txt$Livingstone, David, 1813-1873. Biblical Quotation (1 Corinthians 3:22-23), Inscribed in The Book of Common Prayer and the Holy Bible (1854), 20 March 1862.   
liv_002738_copyright_information.txt$Livingstone, David, 1813-1873. Biblical Quotation (English and Setswana), 18 June 1857.   
liv_002740_copyright_information.txt$Livingstone, David, 1813-1873. Biblical Quotation (English and Setswana), 14 September 1857.   
liv_002742_copyright_information.txt$Livingstone, David, 1813-1873. Biblical Quotation (Hebrews 13:5) (English and African Language), 10 October 1857.   
liv_002745_copyright_information.txt$Livingstone, David, 1813-1873. Note, 20 February 1858.   
liv_002748_copyright_information.txt$Livingstone, David, 1813-1873. Biblical Quotation (Isaiah 53:6) (English and Setswana), 6 November 1864.   
liv_002749_copyright_information.txt$Livingstone, David, 1813-1873. Biblical Quotation (English and Arabic), Date Unknown (No Later than 1873).   
liv_002751_copyright_information.txt$Livingstone, David, 1813-1873. Boswell, James, 1740-1795. Signed Copy of James Boswell, Life of Johnson (1853), Date Unknown (No Later than 1873).   
liv_002755_copyright_information.txt$Livingstone, David, 1813-1873. Petherick, John, 1813-1882. Signed Copy of John Petherick, Egypt, The Soudan and Central Africa (1861), 1862.   
liv_002756_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Punch, 40-42 (1861-1862), 1862-1870.   
liv_002760_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Life of Our Lord, Date Unknown (No Later than 1873).   
liv_002761_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of the Holy Bible, 1857.   
liv_002763_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of the Holy Bible, February 1858.   
liv_002771_copyright_information.txt$Livingstone, David, 1813-1873. Holograph Fragment of Missionary Travels and Researches in South Africa, January-October 1857.   
liv_002775_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 26 October 1857.   
liv_002776_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 26 October 1857.   
liv_002778_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 26 October 1857.   
liv_002779_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 26 October 1857.   
liv_002782_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 29 October 1857.   
liv_002783_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 29 October 1857.   
liv_002785_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 29 October 1857.   
liv_002787_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 2 November 1857.   
liv_002790_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 14 November 1857.   
liv_002792_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 1 December 1857.   
liv_002796_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 24 December 1857.   
liv_002798_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 18 January 1858.   
liv_002801_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 26 April 1858.   
liv_002803_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, Date Unknown (No Later than 1873).   
liv_002804_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Analysis of the Language of the Bechuanas, [1858].   
liv_002817_copyright_information.txt$Livingstone, David, 1813-1873. Livingstone, Charles, 1821-1873. Corrected Proof of the Preface of Narrative of an Expedition to the Zambesi and its Tributaries, [1865].   
liv_002819_copyright_information.txt$Livingstone, David, 1813-1873. Whymper, Josiah, 1813-1903. A New or Striped Variety of Eland, Found North of Sesheke (Printed in Reverse from a Wood Engraving in Narrative of an Expedition to the Zambesi and its Tributaries), with Annotations on Verso, [1865].   
liv_002710_copyright_information.txt$Livingstone, David, 1813-1873. Waller, Horace, 1833-1896. The Last Journals of David Livingstone in Central Africa (Vol. 1), 1874.   
liv_002711_copyright_information.txt$Livingstone, David, 1813-1873. Waller, Horace, 1833-1896. The Last Journals of David Livingstone in Central Africa (Vol. 2), 1874.   
liv_002825_copyright_information.txt$Livingstone, David, 1813-1873. Kelly, Thomas, 1769-1854. Thomas Kelly, We've No Abiding City Here (Setswana), [1856].   
liv_002832_copyright_information.txt$Livingstone, David, 1813-1873. Note to Unknown, [1857].   
liv_002835_copyright_information.txt$Murchison, Roderick I., 1792-1871. Livingstone, David, 1813-1873. Note on a Presentation Copy of Roderick I. Murchison, Address at the Anniversary Meeting of the Royal Geographical Society (1852), 19 February 1858.   
liv_002844_copyright_information.txt$Livingstone, David, 1813-1873. Certificate for William Rowe, 26 April 1860.   
liv_002848_copyright_information.txt$Livingstone, David, 1813-1873. Note to Agnes Livingstone 3, [28-30 April 1862].   
liv_002849_copyright_information.txt$Livingstone, David, 1813-1873. Receipt for John C. Plow, 18 [?] July 1862.   
liv_002851_copyright_information.txt$Livingstone, David, 1813-1873. Sunley, William, ?-1886. Agreement between David Livingstone and Ten Johanna Men, Witnessed by William Sunley, 4 September 1862.   
liv_002853_copyright_information.txt$Livingstone, David, 1813-1873. List of Articles Belonging to William Thompson, April-May 1863.   
liv_002854_copyright_information.txt$Livingstone, David, 1813-1873. Note to Unknown, [July 1864-August 1865].   
liv_002859_copyright_information.txt$Livingstone, David, 1813-1873. Agreement between David Livingstone and His Porters and Others, 5 February 1871.   
liv_002862_copyright_information.txt$Livingstone, David, 1813-1873. Salary Document to William Thomspon, Date Unknown (No Later than 1873).   
liv_002890_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Robert Moffat 1?], [1845-1852].   
liv_002891_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Robert Moffat 1], [1845-1847].   
liv_002892_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, [1844-1853].   
liv_002893_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown, [1853-1855].   
liv_002894_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown, June 1857.   
liv_002895_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown, [1857?].   
liv_002897_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Thomas Baines, 20 February 1858.   
liv_002900_copyright_information.txt$Livingstone, David, 1813-1873. Letter to J.R. Liefchild, 1857.   
liv_002901_copyright_information.txt$Livingstone, David, 1813-1873. Letter to J.R. Liefchild, 1858.   
liv_002902_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Samuel Wilberforce, [1859-1860?].   
liv_002903_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown, 15 February 1861.   
liv_002904_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Charles A. Alington, December 1863.   
liv_002905_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown, 29 July 1864.   
liv_002906_copyright_information.txt$Livingstone, David, 1813-1873. Letter to D. [?], 5 November 1857.   
liv_002907_copyright_information.txt$Livingstone, David, 1813-1873. Letter to D. [?], 7 February 1865.   
liv_002912_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Henry M. Stanley], [March 1872-April 1873].   
liv_002913_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Robert Moffat 1?], [1848-1849].   
liv_002914_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown, Date Unknown (No Later than 1873).   
liv_002916_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [?] Percy, October-February 1857, or May or August 1865 .   
liv_000470_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Joseph Houlton, 28 November 1840.   
liv_000471_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [?] Moore, 30 November 1840.   
liv_000472_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Benjamin T. Pyne, 8 December 1840. Images copyright private owner. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_000481_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Benjamin T. Pyne, 13 May 1841. Images copyright private owner. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_000487_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Peter Wright, 4 August 1841.   
liv_000497_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert N. Hayward, 10 December 1841.   
liv_000502_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Peter Wright, January 1842.   
liv_000503_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Peter Wright, 7 February 1842.   
liv_000504_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Benjamin T. Pyne, 11 March, 17 May 1842. Images copyright private owner. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
